gid	latitude	longitude	Estado de Conservacao	Tipo de Abrigo	Abrigo com Publicidade?	Operadora	Carreira	Codigo de Rua	Nome da Rua	Freguesia
79	-107011.55	-95214.57	Bom	Fechado dos Lados	Yes	Vimeca	01	103	Rua Damião de Góis	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
593	-103777.02	-94637.67	Bom	Sem Abrigo	No	Vimeca	01	300	Avenida dos Cavaleiros	Carnaxide e Queijas
499	-103758.44	-94393.36	Bom	Fechado dos Lados	Yes	Vimeca	01	300	Avenida dos Cavaleiros	Carnaxide e Queijas
494	-106803.2	-96265.84	Bom	Sem Abrigo	No	Vimeca	01	389	Rua São João de Deus	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
480	-106757.3	-96240.22	Bom	Sem Abrigo	No	Vimeca	01	389	Rua São João de Deus	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
957	-106911.18264993647	-96261.15727273725	Bom	Sem Abrigo	No	Vimeca	01	399	Escadinhas da Fonte da Maruja	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
366	-106021.37	-96684.5	Bom	Fechado dos Lados	Yes	Vimeca	01	411	Avenida Dom Pedro V	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
365	-106016.12	-96673.87	Bom	Fechado dos Lados	Yes	Vimeca	01	411	Avenida Dom Pedro V	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
357	-105236.99	-96664.4	Bom	Fechado dos Lados	Yes	Vimeca	01	1279	Avenida Tomás Ribeiro	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
336	-105143.57	-96690.32	Bom	Fechado dos Lados	Yes	Vimeca	01	1279	Avenida Tomás Ribeiro	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
334	-105336.07	-96668.68	Bom	Fechado dos Lados	Yes	Vimeca	01	1279	Avenida Tomás Ribeiro	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
251	-104487.69	-96548.01	Bom	Fechado dos Lados	Yes	Vimeca	01	1279	Avenida Tomás Ribeiro	Carnaxide e Queijas
469	-106613.44	-96288	Bom	Fechado dos Lados	Yes	Vimeca	01	1288	Rua Rodrigo Albuquerque e Melo	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
462	-106636.23	-96302.04	Bom	Sem Abrigo	No	Vimeca	01	1288	Rua Rodrigo Albuquerque e Melo	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
44	-104458.52	-94926.22	Bom	Fechado dos Lados	Yes	Vimeca	01,13,15	1134	Largo Sete de Junho de 1759	Carnaxide e Queijas
78	-107008.56	-95490.23	Bom	Fechado dos Lados	Yes	Vimeca	01,02,06,14	118	Alameda Hermano Patrone	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
609	-104226.49	-95797.22	Bom	Fechado dos Lados	Yes	Vimeca	01,02,07,10,12,13,15	327	Avenida do Forte	Carnaxide e Queijas
599	-104296.72	-95828.26	Bom	Fechado dos Lados	Yes	Vimeca	01,02,07,10,12,13,15	327	Avenida do Forte	Carnaxide e Queijas
595	-103725.69	-95975.2	Bom	Fechado dos Lados	Yes	Vimeca	01,02,07,10,12,13,15	354	Rua Manuel Teixeira Gomes	Carnaxide e Queijas
185	-103922.82	-96235.62	Bom	Fechado dos Lados	Yes	SCoTTURB	01,02,07,10,12,13,15	354	Rua Manuel Teixeira Gomes	Carnaxide e Queijas
250	-104031.08	-96173.83	Bom	Fechado dos Lados	Yes	Vimeca	01,02,07,10,12,13,15	1113	Avenida de Portugal	Carnaxide e Queijas
107	-103972.32	-95981.88	Bom	Fechado dos Lados	Yes	Vimeca	01,02,07,10,12,13,15	1113	Avenida de Portugal	Carnaxide e Queijas
953	-104075.89	-95771.82	Bom	Fechado dos Lados	Yes	Vimeca	01,02,07,10,12,13,15	1116	Avenida Professor Dr. Reinaldo dos Santos	Carnaxide e Queijas
594	-103879.91	-95751.23	Bom	Fechado dos Lados	No	Vimeca	01,02,07,10,12,13,15	1116	Avenida Professor Dr. Reinaldo dos Santos	Carnaxide e Queijas
597	-104058.98	-95839.14	Bom	Fechado dos Lados	Yes	Vimeca	01,02,07,10,12,13,15	1137	Rua Tenente-General Zeferino Sequeira	Carnaxide e Queijas
261	-104032.88	-96536.98	Bom	Fechado dos Lados	Yes	Vimeca	01,02,10	1113	Avenida de Portugal	Carnaxide e Queijas
341	-105797.42	-96746.57	Bom	Fechado dos Lados	Yes	Vimeca	01,02,11	411	Avenida Dom Pedro V	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
85	-105653.28	-96814.42	Bom	Fechado dos Lados	Yes	Vimeca	01,02,11	411	Avenida Dom Pedro V	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
347	-105493.13	-96785.72	Bom	Fechado dos Lados	Yes	Vimeca	01,02,11	432	Calçada do Chafariz	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
342	-105815.99	-96725.14	Bom	Fechado dos Lados	Yes	Vimeca	01,02,11,13	411	Avenida Dom Pedro V	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
86	-105637.56	-96808.45	Bom	Fechado dos Lados	Yes	Vimeca	01,02,11,13	411	Avenida Dom Pedro V	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
339	-105452.81	-96732.86	Bom	Fechado dos Lados	Yes	Vimeca	01,02,11,13	432	Calçada do Chafariz	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
186	-106975.22	-95602.61	Bom	Fechado dos Lados	No	Vimeca	01,06	118	Alameda Hermano Patrone	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
467	-107004.52	-96080.98	Bom	Fechado dos Lados	No	Vimeca	01,06	369	Rua Direita do Dafundo	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
466	-106999.08	-96066.1	Bom	Fechado dos Lados	No	Vimeca	01,06	369	Rua Direita do Dafundo	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
465	-106915.82	-96269.57	Bom	Sem Abrigo	No	Vimeca	01,06	369	Rua Direita do Dafundo	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
791	-103705.46	-96673.6	Bom	Aberto dos Lados	Yes	Vimeca	01,07,10,12,13,15	286	Rua Aquilino Ribeiro	Carnaxide e Queijas
183	-103678.36	-96590.26	Bom	Fechado dos Lados	Yes	Vimeca	01,07,10,12,13,15	286	Rua Aquilino Ribeiro	Carnaxide e Queijas
182	-103746.76	-96396.66	Bom	Fechado dos Lados	Yes	SCoTTURB	01,07,10,12,13,15	286	Rua Aquilino Ribeiro	Carnaxide e Queijas
181	-103780.59	-96372.2	Bom	Aberto dos Lados	Yes	Vimeca	01,07,10,12,13,15	286	Rua Aquilino Ribeiro	Carnaxide e Queijas
180	-103842.39	-96260.96	Bom	Fechado dos Lados	Yes	Vimeca	01,07,10,12,13,15	286	Rua Aquilino Ribeiro	Carnaxide e Queijas
89	-103934.24	-96642.56	Bom	Fechado dos Lados	Yes	Vimeca	01,07,10,12,13,15	1113	Avenida de Portugal	Carnaxide e Queijas
604	-104256.82	-95173.34	Bom	Fechado dos Lados	No	Vimeca	01,10,13,15	306	Rua dos Cravos de Abril	Carnaxide e Queijas
40	-104302.13	-95043.86	Bom	Fechado dos Lados	Yes	Vimeca	01,10,13,15	306	Rua dos Cravos de Abril	Carnaxide e Queijas
39	-104282.32	-95055.6	Bom	Fechado dos Lados	Yes	Vimeca	01,10,13,15	306	Rua dos Cravos de Abril	Carnaxide e Queijas
620	-104565.8832899218	-94653.67859291832	Bom	Sem Abrigo	No	Vimeca	01,10,13,15	365	Estrada da Portela	Carnaxide e Queijas
45	-104578.88	-94652.12	Bom	Sem Abrigo	No	Vimeca	01,10,13,15	365	Estrada da Portela	Carnaxide e Queijas
51	-104458.04	-94329.86	Bom	"Fechado dos Lados
"	No	Vimeca	01,10,13,15	1123	Rua da Quinta do Paizinho	Carnaxide e Queijas
628	-104278.88666597521	-94122.56603635015	Bom	Sem Abrigo	No	Vimeca	01,10,13,15	1123	Rua da Quinta do Paizinho	Carnaxide e Queijas
50	-104287.85	-94105.37	Bom	Fechado dos Lados	Yes	Vimeca	01,10,13,15	1123	Rua da Quinta do Paizinho	Carnaxide e Queijas
38	-104497.842173306	-94358.908881103	Bom	Fechado dos Lados	Yes	Vimeca	01,10,13,15	1123	Rua da Quinta do Paizinho	Carnaxide e Queijas
622	-104445.64	-94921.33	Bom	Fechado dos Lados	No	Vimeca	01,10,13,15	1134	Largo Sete de Junho de 1759	Carnaxide e Queijas
602	-104677.06	-94473.47	Bom	Fechado dos Lados	No	Vimeca	01,10,13,15	1160	Rua Cincinato da Costa	Carnaxide e Queijas
601	-104683.1	-94486.15	Bom	Fechado dos Lados	No	Vimeca	01,10,13,15	1160	Rua Cincinato da Costa	Carnaxide e Queijas
485	-106315.88	-96307.18	Bom	Fechado dos Lados	Yes	Vimeca	01,11	1289	Rua Castro Soromenho	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
488	-106492.31	-96447.01	Bom	Sem Abrigo	No	Vimeca	01,11	1292	Rua Manuel Ferreira	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
486	-106325.58	-96320.92	Bom	Fechado dos Lados	Yes	Vimeca	01,11,13	1289	Rua Castro Soromenho	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
487	-106449.51	-96435.13	Bom	Sem Abrigo	No	Vimeca	01,11,13	1292	Rua Manuel Ferreira	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
468	-106270.67	-96457.19	Bom	Fechado dos Lados	Yes	Vimeca	01,11,13	1292	Rua Manuel Ferreira	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
460	-106247.39	-96517.97	Bom	Fechado dos Lados	Yes	Vimeca	01,13	1292	Rua Manuel Ferreira	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
249	-104397.14	-96680.46	Bom	Fechado dos Lados	Yes	Vimeca	01,13,15	297	Rua Carlos Wallenstein	Carnaxide e Queijas
600	-104631.8	-95630.5	Bom	Fechado dos Lados	No	Vimeca	01,13,15	351	Rua Manuel António Rodrigues	Carnaxide e Queijas
42	-104624.97	-95613.11	Bom	Sem Abrigo	No	Vimeca	01,13,15	351	Rua Manuel António Rodrigues	Carnaxide e Queijas
614	-104594.97	-95684.18	Bom	Fechado dos Lados	No	Vimeca	01,13,15	359	Rua Nossa Senhora da Conceição	Carnaxide e Queijas
46	-104609.99	-95693.01	Bom	Fechado dos Lados	Yes	Vimeca	01,13,15	359	Rua Nossa Senhora da Conceição	Carnaxide e Queijas
611	-104989.68	-95554.55	Bom	Fechado dos Lados	No	Vimeca	01,13,15	1196	Rua Carlos Belo Morais	Carnaxide e Queijas
610	-104998.77	-95557.54	Bom	Sem Abrigo	No	Vimeca	01,13,15	1196	Rua Carlos Belo Morais	Carnaxide e Queijas
49	-104758.56	-95206.97	Bom	Fechado dos Lados	Yes	Vimeca	01,13,15	1196	Rua Carlos Belo Morais	Carnaxide e Queijas
48	-104710.71	-95177.32	Bom	Fechado dos Lados	No	Vimeca	01,13,15	1196	Rua Carlos Belo Morais	Carnaxide e Queijas
613	-104817.75	-95640.29	Bom	Fechado dos Lados	No	Vimeca	01,13,15	1197	Rua Mário Moreira	Carnaxide e Queijas
612	-104807.71	-95652.96	Bom	Sem Abrigo	No	Vimeca	01,13,15	1197	Rua Mário Moreira	Carnaxide e Queijas
985	-104367.95010080478	-95373.18330437147	Bom	Sem Abrigo	No	Vimeca	01,13,15	1237	Avenida Professor Dr. Bernardino Machado	Carnaxide e Queijas
608	-104373.51	-95357.73	Bom	Fechado dos Lados	Yes	Vimeca	01,13,15	1237	Avenida Professor Dr. Bernardino Machado	Carnaxide e Queijas
255	-104240.6	-96543.14	Bom	Fechado dos Lados	Yes	Vimeca	01,13,15	1279	Avenida Tomás Ribeiro	Carnaxide e Queijas
254	-104407	-96522.21	Bom	Fechado dos Lados	Yes	Vimeca	01,13,15	1279	Avenida Tomás Ribeiro	Carnaxide e Queijas
242	-104235.94	-96573.14	Bom	Fechado dos Lados	Yes	Vimeca	01,13,15	1279	Avenida Tomás Ribeiro	Carnaxide e Queijas
80	-107020.11	-95212.99	Bom	Fechado dos Lados	Yes	Vimeca	02	103	Rua Damião de Góis	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
655	-106885.28346821875	-95700.604683315	Bom	Sem Abrigo	No	Vimeca	02	121	Rua João Chagas	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
491	-106752.7	-95980.67	Bom	Fechado dos Lados	Yes	Vimeca	02	121	Rua João Chagas	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
490	-106724.64	-96023.19	Bom	Fechado dos Lados	Yes	Vimeca	02	121	Rua João Chagas	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
458	-106344.84	-96171.5	Bom	Fechado dos Lados	Yes	Vimeca	02	121	Rua João Chagas	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
457	-106251.29	-96169.58	Bom	Fechado dos Lados	Yes	Vimeca	02	121	Rua João Chagas	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
56	-106877.17	-95698.23	Bom	Sem Abrigo	No	Vimeca	02	121	Rua João Chagas	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
343	-105860.11	-96563.44	Bom	Fechado dos Lados	Yes	Vimeca	02	457	Rua Francisco José Victorino	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
237	-104003.78	-96559.17	Bom	Fechado dos Lados	Yes	Vimeca	02	1113	Avenida de Portugal	Carnaxide e Queijas
245	-104114.84	-97401.12	Bom	Fechado dos Lados	Yes	Vimeca	02	1214	Estrada de Queluz	Carnaxide e Queijas
244	-104101.68	-97408.6	Bom	Fechado dos Lados	Yes	Vimeca	02	1214	Estrada de Queluz	Carnaxide e Queijas
734	-102676.09	-98810.3	Bom	Sem Abrigo	No	Vimeca	02,02,12,13	950	Estrada das Palmeiras	Barcarena
745	-102136.13485160771	-98663.30880207638	Bom	Fechado dos Lados	No	Vimeca	02,06,12,13	216	Estrada Consiglieri Pedroso	Barcarena
736	-102231.41	-98789.31	Bom	Fechado dos Lados	Yes	Vimeca	02,06,12,13	216	Estrada Consiglieri Pedroso	Barcarena
147	-102381.73	-98965.83	Bom	Sem Abrigo	No	Vimeca	02,06,12,13	950	Estrada das Palmeiras	Barcarena
227	-104412.8	-98632.87	Bom	Sem Abrigo	No	Vimeca	02,06,13	805	Rua Ilha de São Jorge	Carnaxide e Queijas
172	-103411.08	-99046.23	Bom	Sem Abrigo	No	SCoTTURB	02,06,13	830	Estrada Militar	Barcarena
171	-103417.17	-99041.11	Bom	Sem Abrigo	No	Vimeca	02,06,13	830	Estrada Militar	Barcarena
162	-102962.16	-98672.14	Bom	Sem Abrigo	No	Vimeca	02,06,13	830	Estrada Militar	Barcarena
161	-102932.36	-98676.69	Bom	Fechado dos Lados	Yes	Vimeca	02,06,13	830	Estrada Militar	Barcarena
156	-102400.99	-98945.23	Bom	Sem Abrigo	No	Vimeca	02,06,13	950	Estrada das Palmeiras	Barcarena
1010	-104303.63612383853	-98554.77838335252	Bom	Sem Abrigo	No	Vimeca	02,06,13,15	79	Rua dos Açores	Carnaxide e Queijas
224	-104563.77	-98320.53	Bom	Sem Abrigo	No	Vimeca	02,06,13,15	833	Rua Mouzinho da Silveira	Carnaxide e Queijas
234	-104471.99	-98565.73	Bom	Fechado dos Lados	No	Vimeca	02,06,13,15	83	Rua Angra do Heroísmo	Carnaxide e Queijas
233	-104935.73	-98290.43	Bom	Fechado dos Lados	Yes	Vimeca	02,06,13,15	813	Rua João XXI	Carnaxide e Queijas
232	-104768.69	-98266.88	Bom	Fechado dos Lados	No	SCoTTURB	02,06,13,15	813	Rua João XXI	Carnaxide e Queijas
231	-104942.78	-98303.15	Bom	Fechado dos Lados	Yes	Vimeca	02,06,13,15	813	Rua João XXI	Carnaxide e Queijas
52	-104801.2	-98279.24	Bom	Fechado dos Lados	Yes	Vimeca	02,06,13,15	813	Rua João XXI	Carnaxide e Queijas
230	-104447.68	-98306.88	Bom	Sem Abrigo	No	Vimeca	02,06,13,15	833	Rua Mouzinho da Silveira	Carnaxide e Queijas
226	-104618.82	-98507.86	Bom	Fechado dos Lados	No	Vimeca	02,06,13,15	846	Rua da Quinta do Bonfim	Carnaxide e Queijas
799	-104280.83	-98312.61	Bom	Fechado dos Lados	No	Vimeca	02,06,13,15	1766	Praceta Antonio Leal de Oliveira	Carnaxide e Queijas
1001	-104675.71	-95821.42	Bom	Fechado dos Lados	Yes	Vimeca	02,07,10,12	327	Avenida do Forte	Carnaxide e Queijas
607	-104700.62	-95803.69	Bom	Fechado dos Lados	Yes	Vimeca	02,07,10,12	327	Avenida do Forte	Carnaxide e Queijas
335	-106015.21	-96351.32	Bom	Fechado dos Lados	Yes	Vimeca	02,11	121	Rua João Chagas	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
346	-105840.49	-96519.72	Bom	Fechado dos Lados	Yes	Vimeca	02,11	457	Rua Francisco José Victorino	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
344	-105906.64	-96635.59	Bom	Fechado dos Lados	Yes	Vimeca	02,11	457	Rua Francisco José Victorino	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
360	-105210.86	-96382.34	Bom	Fechado dos Lados	Yes	Vimeca	02,11	1283	Avenida Vinte e Cinco de Abril de 1974	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
352	-105326.62	-96569.43	Bom	Fechado dos Lados	Yes	Vimeca	02,11	1283	Avenida Vinte e Cinco de Abril de 1974	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
363	-106012.76	-96367.98	Bom	Fechado dos Lados	Yes	Vimeca	02,11,13	121	Rua João Chagas	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
345	-105900.6	-96673.99	Bom	Fechado dos Lados	Yes	Vimeca	02,11,13	457	Rua Francisco José Victorino	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
859	-105043.39	-96109.56	Bom	Fechado dos Lados	Yes	Vimeca	02,11,13	1283	Avenida Vinte e Cinco de Abril de 1974	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
858	-105062.32	-96107.23	Bom	Fechado dos Lados	Yes	Vimeca	02,11,13	1283	Avenida Vinte e Cinco de Abril de 1974	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
351	-105287.42	-96454.4	Bom	Fechado dos Lados	Yes	Vimeca	02,11,13	1283	Avenida Vinte e Cinco de Abril de 1974	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
654	-106946.7	-95556.57	Bom	Aberto dos Lados	No	Vimeca	02,114	121	Rua João Chagas	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
243	-104117.95	-97049.09	Bom	Fechado dos Lados	Yes	Vimeca	02,12,13,15	303	Rua Cinco de Outubro	Carnaxide e Queijas
248	-104091.69	-96778.69	Bom	Fechado dos Lados	No	Vimeca	02,12,13,15	362	Largo da Pátria Nova	Carnaxide e Queijas
247	-104200.64	-96833.39	Bom	Fechado dos Lados	Yes	Vimeca	02,12,13,15	1279	Avenida Tomás Ribeiro	Carnaxide e Queijas
332	-105119.12	-97474.49	Bom	Fechado dos Lados	Yes	Vimeca	02,13,15	1279	Avenida Tomás Ribeiro	Carnaxide e Queijas
331	-105122.88	-97490.88	Bom	Fechado dos Lados	Yes	Vimeca	02,13,15	1279	Avenida Tomás Ribeiro	Carnaxide e Queijas
323	-105277.7	-97707.8	Bom	Fechado dos Lados	Yes	Vimeca	02,13,15	1279	Avenida Tomás Ribeiro	Carnaxide e Queijas
315	-105155.04	-98252.49	Bom	Fechado dos Lados	Yes	Vimeca	02,13,15	1279	Avenida Tomás Ribeiro	Carnaxide e Queijas
312	-105181.29	-98229.14	Bom	Fechado dos Lados	No	SCoTTURB	02,13,15	1279	Avenida Tomás Ribeiro	Carnaxide e Queijas
241	-104957.37	-97342.73	Bom	Fechado dos Lados	Yes	Vimeca	02,13,15	1279	Avenida Tomás Ribeiro	Carnaxide e Queijas
240	-104965.93	-97337.63	Bom	Sem Abrigo	No	Vimeca	02,13,15	1279	Avenida Tomás Ribeiro	Carnaxide e Queijas
239	-104604.14	-97197.81	Bom	Fechado dos Lados	Yes	Vimeca	02,13,15	1279	Avenida Tomás Ribeiro	Carnaxide e Queijas
238	-104609.35	-97210.07	Bom	Sem Abrigo	No	SCoTTURB	02,13,15	1279	Avenida Tomás Ribeiro	Carnaxide e Queijas
313	-105254.68	-97686.43	Bom	Sem Abrigo	No	Vimeca	02,13,15	1763	Rua Visconde Moreira de Rey	Carnaxide e Queijas
260	-104345.95	-97003.12	Bom	Sem Abrigo	No	Vimeca	02,15,13	1279	Avenida Tomás Ribeiro	Carnaxide e Queijas
246	-104328.14	-96988.84	Bom	Sem Abrigo	No	Vimeca	02,15,13	1279	Avenida Tomás Ribeiro	Carnaxide e Queijas
652	-106975.62	-95277.76	Bom	Sem Abrigo	No	Vimeca	06	103	Rua Damião de Góis	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
9	-107003	-95216.21	Bom	Fechado dos Lados	Yes	Vimeca	06	103	Rua Damião de Góis	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
6	-106992.24	-95299.38	Bom	Sem Abrigo	No	Vimeca	06	103	Rua Damião de Góis	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
886	-106634.688238017	-97653.97896394921	Bom	Sem Abrigo	No	Vimeca	06	382	Avenida Pierre de Coubertin	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
473	-106717.49	-97337.39	Bom	Sem Abrigo	No	Vimeca	06	382	Avenida Pierre de Coubertin	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
470	-106725.59	-97317.38	Bom	Sem Abrigo	No	Vimeca	06	382	Avenida Pierre de Coubertin	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
904	-106835.46	-96672.9	Bom	Fechado dos Lados	Yes	Vimeca	06	386	Rua Sacadura Cabral	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
902	-106880.68662292237	-96852.54363954351	Bom	Sem Abrigo	No	Vimeca	06	386	Rua Sacadura Cabral	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
893	-106886.01	-96347.3	Bom	Sem Abrigo	No	Vimeca	06	386	Rua Sacadura Cabral	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
483	-106784.91	-97126.09	Bom	Sem Abrigo	No	Vimeca	06	386	Rua Sacadura Cabral	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
482	-106791.2	-97137.51	Bom	Fechado dos Lados	Yes	SCoTTURB	06	386	Rua Sacadura Cabral	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
476	-106826.81	-96686.93	Bom	Sem Abrigo	No	Vimeca	06	386	Rua Sacadura Cabral	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
472	-106866.01	-96904.64	Bom	Sem Abrigo	No	Vimeca	06	386	Rua Sacadura Cabral	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
90	-103960	-96640.32	Bom	Fechado dos Lados	Yes	Vimeca	07,12,13,15	1113	Avenida de Portugal	Carnaxide e Queijas
30	-105300.44	-95336.46	Bom	Fechado dos Lados	Yes	Vimeca	10	113	Alameda FerNo Lopes	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
29	-105256.47	-95349.66	Bom	Fechado dos Lados	Yes	Vimeca	10	113	Alameda FerNo Lopes	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
20	-105353.27	-95172.19	Bom	Fechado dos Lados	Yes	Vimeca	10	113	Alameda FerNo Lopes	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
646	-105261.03	-95520.31	Bom	Sem Abrigo	No	Vimeca	10	124	Avenida José Gomes Ferreira	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
642	-105268.05	-95547.68	Bom	Fechado dos Lados	Yes	Vimeca	10	124	Avenida José Gomes Ferreira	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
606	-104223.76	-95501.56	Bom	Fechado dos Lados	Yes	Vimeca	10	361	Estrada de Outurela	Carnaxide e Queijas
605	-104199.74	-95517.44	Bom	Fechado dos Lados	Yes	Vimeca	10	361	Estrada de Outurela	Carnaxide e Queijas
36	-105377.78526436003	-95633.40710368946	Bom	Sem Abrigo	No	Vimeca	10	416	Alameda António Sérgio	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
17	-105324.76833309476	-95632.26166661376	Bom	Sem Abrigo	No	Vimeca	10	416	Alameda António Sérgio	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
362	-105538.35	-96008.83	Bom	Fechado dos Lados	Yes	Vimeca	10,11,12	430	Avenida Carolina Michaelis	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
28	-105593.51	-95907.44	Bom	Aberto dos Lados	No	Vimeca	10,11,12	430	Avenida Carolina Michaelis	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
27	-105587.02	-95875.21	Bom	Fechado dos Lados	Yes	Vimeca	10,11,12,13	430	Avenida Carolina Michaelis	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
26	-105556.0408335595	-95684.40583339432	Bom	Sem Abrigo	No	Vimeca	10,11,12,13	430	Avenida Carolina Michaelis	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
688	-106112.34689956294	-95027.73434321095	Bom	Fechado dos Lados	Yes	Vimeca	10,12	10	Avenida dos Bombeiros Voluntários de Algés	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
679	-106071.42513405527	-95039.14634930693	Bom	Fechado dos Lados	Yes	Vimeca	10,12	10	Avenida dos Bombeiros Voluntários de Algés	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
675	-106288.85	-95136.57	Bom	Fechado dos Lados	Yes	Vimeca	10,12	10	Avenida dos Bombeiros Voluntários de Algés	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
671	-106568.5	-95165.9	Bom	Fechado dos Lados	Yes	Vimeca	10,12	10	Avenida dos Bombeiros Voluntários de Algés	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
75	-106560.62	-95186.03	Bom	Aberto dos Lados	Yes	Vimeca	10,12	10	Avenida dos Bombeiros Voluntários de Algés	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
72	-106342.5	-95131.58	Bom	Fechado dos Lados	Yes	Vimeca	10,12	10	Avenida dos Bombeiros Voluntários de Algés	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
526	-107061.05	-95215	Bom	Fechado dos Lados	Yes	Vimeca	10,12	102	Largo Dom Manuel I	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
643	-105325.87	-95135.44	Bom	Fechado dos Lados	Yes	Vimeca	10,12	113	Alameda FerNo Lopes	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
641	-105655.76	-95028.52	Bom	Fechado dos Lados	Yes	Vimeca	10,12	116	Avenida General Norton de Matos	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
638	-105456.01	-94993.65	Bom	Fechado dos Lados	Yes	Vimeca	10,12	116	Avenida General Norton de Matos	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
637	-105462.27	-94976.17	Bom	Fechado dos Lados	Yes	Vimeca	10,12	116	Avenida General Norton de Matos	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
635	-105696.83	-95075.27	Bom	Fechado dos Lados	Yes	Vimeca	10,12	116	Avenida General Norton de Matos	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
657	-106786.85846811837	-95149.7421827531	Bom	Fechado dos Lados	Yes	Vimeca	10,12	155	Praça Doutor Manuel Martins	Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
